X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,Y
2234.0,326.0,23.0,212.0,62.0,1176.0,156.0,207.0,187.0,1116.0,0.97,-722.0, FC14, CA30,Berry
2582.0,144.0,10.0,420.0,54.0,711.0,235.0,238.0,133.0,1316.0,0.57,373.0, FC13, CA22,Berry
2508.0,20.0,21.0,0.0,0.0,859.0,201.0,192.0,121.0,1651.0,0.65,-745.0, FC13, CA40,Mango
2801.0,153.0,12.0,342.0,3.0,450.0,234.0,240.0,135.0,474.0,0.9,919.0, FC11, CA50,Melon
2228.0,130.0,33.0,242.0,128.0,757.0,252.0,200.0,47.0,210.0,0.32,642.0, FC14, CA23,Carrot
2896.0,283.0,9.0,90.0,5.0,2188.0,196.0,241.0,184.0,1448.0,0.87,-79.0, FC13, CA43,Melon
2073.0,312.0,18.0,0.0,0.0,573.0,168.0,224.0,195.0,162.0,0.81,511.0, FC14, CA24,Carrot
2047.0,101.0,5.0,30.0,1.0,900.0,228.0,233.0,139.0,541.0,0.8,800.0, FC14, CA37,Carrot
3315.0,13.0,11.0,90.0,11.0,4434.0,209.0,217.0,144.0,3966.0,0.05,-536.0, FC11, CA58,Peach
2785.0,83.0,32.0,182.0,-65.0,210.0,244.0,167.0,27.0,2221.0,0.32,-536.0, FC11, CA50,Melon
3031.0,145.0,15.0,240.0,16.0,1753.0,240.0,236.0,121.0,1239.0,0.05,471.0, FC11, CA49,Apple
2793.0,51.0,6.0,272.0,5.0,384.0,223.0,227.0,139.0,711.0,0.17,350.0, FC11, CA50,Melon
2740.0,287.0,12.0,272.0,40.0,1425.0,186.0,239.0,193.0,2040.0,0.29,-113.0, FC13, CA31,Melon
2239.0,36.0,17.0,0.0,0.0,1507.0,217.0,200.0,113.0,947.0,0.48,304.0, FC14, CA37,Carrot
3148.0,27.0,11.0,446.0,40.0,2873.0,215.0,217.0,137.0,2704.0,1.0,-87.0, FC13, CA52,Apple
2224.0,326.0,14.0,361.0,165.0,484.0,184.0,224.0,179.0,335.0,0.14,73.0, FC14, CA22,Berry
2247.0,173.20543156921312,11.0,0.0,0.0,1253.0,228.0,216.0,119.0,664.0,0.82,-385.0, FC14, CA22,Carrot
2976.0,235.0,8.0,0.0,0.0,1507.0,207.0,247.0,178.0,1695.0,0.16,344.0, FC13, CA52,Melon
2346.0,45.0,11.0,242.0,59.0,524.0,223.0,215.0,125.0,601.0,0.11,542.0, FC14, CA24,Berry
2259.0,115.0,14.0,0.0,0.0,1338.0,243.0,226.0,109.0,537.0,0.07,-77.0, FC14, CA23,Carrot
2072.0,240.0,26.0,212.0,74.0,433.0,162.0,250.0,218.0,607.0,0.41,677.0, FC14, CA25,Berry
2171.0,97.1200191199227,38.0,285.0,120.0,446.0,176.0,133.0,66.0,351.0,0.73,859.0, FC14, CA30,Berry
2109.0,160.0,25.0,30.0,4.0,1376.0,236.0,236.0,114.0,789.0,0.66,911.0, FC14, CA21,Carrot
2795.0,142.0,13.0,30.0,4.0,1567.0,239.0,237.0,125.0,1765.0,0.39,-508.0, FC13, CA37,Melon
2503.0,354.0,12.0,190.0,20.0,480.0,200.0,218.0,156.0,1513.0,0.36,113.0, FC14, CA26,Berry
3345.0,84.0,11.0,417.0,76.0,990.0,235.0,222.0,117.0,1354.0,0.93,153.0, FC13, CA59,Peach
2344.0,147.30846793966478,37.0,402.0,14.0,679.0,119.0,237.0,238.0,752.0,0.74,226.0, FC14, CA21,Berry
2524.0,94.0,7.0,212.0,-4.0,684.0,232.0,229.0,130.0,5474.0,0.32,-249.0, FC11, CA38,Melon
2362.0,117.0,15.0,212.0,50.0,1052.0,244.0,225.0,106.0,67.0,0.69,-794.0, FC14, CA26,Berry
2750.0,68.0,7.0,30.0,1.0,1676.0,227.0,226.0,133.0,2631.0,0.41,-727.0, FC11, CA43,Melon
2190.0,142.0,25.0,30.0,10.0,1124.0,247.0,225.0,91.0,1167.0,0.11,-485.0, FC14, CA23,Carrot
2809.0,72.0,12.0,60.0,3.0,677.0,234.0,216.0,112.0,218.0,0.41,609.0, FC11, CA50,Melon
2371.0,216.59898320764813,24.0,350.0,46.0,210.0,150.0,238.0,224.0,778.0,0.04,-291.0, FC14, CA30,Berry
2118.0,154.0,21.0,0.0,0.0,553.0,239.0,237.0,117.0,457.0,0.6,-914.0, FC14, CA24,Carrot
2786.0,316.0,21.0,0.0,0.0,1487.0,161.0,218.0,195.0,1813.0,0.18,841.0, FC13, CA33,Mango
3219.0,62.0,17.0,42.0,9.0,3900.0,232.0,202.0,95.0,2885.0,0.21,-343.0, FC11, CA59,Peach
3030.0,342.0,9.0,268.0,58.0,2242.0,201.0,226.0,164.0,2598.0,0.57,2.0, FC13, CA43,Apple
2861.0,190.0,23.0,90.0,18.0,474.0,213.0,250.0,158.0,1168.0,0.28,-624.0, FC13, CA33,Melon
2373.0,336.0,10.0,0.0,0.0,685.0,197.0,226.0,168.0,1507.0,0.1,-569.0, FC14, CA31,Carrot
2027.0,196.0,20.0,42.0,10.0,592.0,211.0,252.0,167.0,402.0,0.01,60.0, FC14, CA21,Berry
2303.0,123.0,28.0,201.0,106.0,792.0,253.0,207.0,61.0,1513.0,0.37,-965.0, FC14, CA23,Carrot
2301.0,111.0,31.0,170.0,76.0,488.0,254.0,190.0,38.0,1803.0,0.72,852.0, FC14, CA23,Carrot
2175.0,254.40574429403895,10.0,0.0,0.0,1233.0,208.0,250.0,178.0,847.0,0.83,-724.0, FC14, CA37,Carrot
2529.0,68.0,8.0,210.0,-5.0,666.0,228.0,225.0,130.0,5484.0,1.0,-617.0, FC11, CA38,Melon
3273.0,0.0,9.0,190.0,37.0,2135.0,206.0,222.0,154.0,2560.0,0.28,920.0, FC11, CA49,Apple
2827.0,106.0,16.0,192.0,60.0,469.0,246.0,219.0,97.0,1230.0,0.8,330.0, FC11, CA50,Melon
2695.0,116.03919796800017,16.0,350.0,11.0,1541.0,244.0,230.0,109.0,957.0,0.48,263.0, FC13, CA22,Berry
2579.0,141.0,9.0,67.0,-12.0,1907.0,234.0,238.0,135.0,1956.0,0.33,-743.0, FC13, CA31,Berry
2736.0,68.93477670724863,26.0,108.0,49.0,127.0,221.0,175.0,73.0,1254.0,0.06,298.0, FC11, CA49,Melon
2176.0,310.0,33.0,150.0,128.0,313.0,115.0,198.0,213.0,484.0,0.61,-792.0, FC14, CA30,Berry
2280.0,122.0,30.0,162.0,83.0,787.0,254.0,201.0,51.0,1510.0,0.97,-442.0, FC14, CA23,Carrot
2346.0,224.0,28.0,342.0,52.0,912.0,171.0,252.0,205.0,450.0,0.26,435.0, FC14, CA26,Carrot
2302.0,348.0,6.0,0.0,0.0,127.0,209.0,231.0,160.0,192.0,0.27,-204.0, FC14, CA30,Carrot
2831.0,107.0,33.0,190.0,98.0,2137.0,254.0,182.0,28.0,450.0,0.39,-3.0, FC13, CA33,Melon
2762.0,317.0,16.0,201.0,46.0,1677.0,176.0,224.0,187.0,1142.0,0.53,390.0, FC13, CA30,Melon
2859.0,294.0,18.0,0.0,0.0,2133.0,165.0,232.0,206.0,959.0,0.01,903.0, FC13, CA39,Melon
2754.0,74.0,30.0,153.0,111.0,162.0,239.0,168.0,37.0,2100.0,1.0,75.0, FC11, CA50,Melon
3292.0,213.0,11.0,573.0,65.0,4237.0,210.0,251.0,175.0,2039.0,0.39,645.0, FC11, CA43,Peach
2367.0,283.0,16.0,120.0,26.0,42.0,174.0,239.0,204.0,663.0,0.11,277.0, FC14, CA30,Berry
2738.0,304.0,9.0,0.0,0.0,1952.0,196.0,236.0,180.0,732.0,0.97,-455.0, FC13, CA51,Melon
3067.0,133.0,11.0,242.0,43.0,3491.0,237.0,235.0,127.0,2771.0,0.75,-398.0, FC11, CA50,Apple
2810.0,25.0,14.0,85.0,10.0,1684.0,213.0,210.0,131.0,1678.0,0.8,-379.0, FC13, CA37,Melon
2233.0,332.0,8.0,0.0,0.0,1485.0,201.0,230.0,168.0,631.0,0.59,993.0, FC14, CA37,Carrot
2884.0,233.0,2.0,420.0,86.0,2045.0,215.0,241.0,163.0,808.0,0.02,-615.0, FC13, CA51,Melon
2765.0,231.0,18.0,175.0,39.0,1894.0,189.0,253.0,198.0,932.0,0.42,645.0, FC13, CA53,Melon
2836.0,232.3793616957779,19.0,212.0,41.0,1725.0,178.0,206.0,165.0,1648.0,0.98,383.0, FC13, CA33,Mango
2255.0,72.72244589655715,23.0,0.0,0.0,1411.0,250.0,220.0,85.0,457.0,0.72,-555.0, FC14, CA23,Carrot
2139.0,27.0,27.0,283.0,106.0,426.0,198.0,172.0,97.0,331.0,0.91,-29.0, FC14, CA21,Berry
2499.0,42.0,13.0,497.0,-7.0,953.0,222.0,212.0,123.0,3950.0,0.63,812.0, FC11, CA38,Orange
2833.0,163.0,21.0,361.0,167.0,2195.0,235.0,241.0,126.0,2121.0,0.64,-615.0, FC13, CA30,Berry
2425.0,80.0,11.0,300.0,71.0,295.0,234.0,221.0,118.0,426.0,0.97,-506.0, FC14, CA22,Berry
2787.0,232.0,12.0,379.0,26.0,1850.0,201.0,251.0,186.0,2073.0,0.14,693.0, FC13, CA37,Melon
2547.0,125.0,4.0,120.0,21.0,532.0,226.0,237.0,145.0,1077.0,0.78,914.0, FC14, CA26,Berry
2427.0,41.0,10.0,0.0,0.0,390.0,221.0,218.0,131.0,1302.0,0.82,794.0, FC14, CA26,Carrot
2724.0,349.0,15.0,67.0,4.0,1302.0,191.0,213.0,160.0,2252.0,0.1,-180.0, FC11, CA49,Melon
3154.0,54.0,15.0,361.0,67.0,5023.0,228.0,207.0,109.0,3302.0,0.97,370.0, FC11, CA50,Apple
2818.0,65.0,19.0,247.0,135.0,270.0,234.0,199.0,89.0,1618.0,0.01,360.0, FC11, CA49,Melon
3371.0,333.0,1.0,30.0,2.0,4347.0,216.0,237.0,158.0,4135.0,0.93,785.0, FC11, CA60,Peach
2696.0,137.0,11.0,0.0,0.0,1146.0,237.0,236.0,128.0,551.0,0.79,143.0, FC13, CA22,Melon
2879.0,188.0,15.0,256.0,24.0,1061.0,220.0,250.0,159.0,1841.0,0.01,-1.0, FC13, CA33,Melon
2716.0,322.0,23.0,319.0,139.0,1146.0,154.0,209.0,192.0,2084.0,0.47,746.0, FC13, CA33,Mango
2701.0,69.0,7.0,30.0,-5.0,2389.0,228.0,226.0,131.0,524.0,0.39,347.0, FC13, CA51,Melon
3044.0,234.0,6.0,313.0,65.0,1753.0,210.0,246.0,173.0,1528.0,0.81,512.0, FC13, CA43,Apple
3132.0,52.0,9.0,60.0,-1.0,1892.0,225.0,221.0,130.0,408.0,0.25,-591.0, FC11, CA43,Apple
2402.0,169.78535279417508,22.0,175.0,51.0,582.0,188.0,189.0,132.0,1155.0,0.5,687.0, FC14, CA30,Berry
3177.0,62.0,4.0,0.0,0.0,2187.0,223.0,232.0,145.0,811.0,0.92,-906.0, FC11, CA43,Apple
3077.0,24.0,9.0,85.0,11.0,2255.0,215.0,220.0,141.0,2265.0,0.3,956.0, FC13, CA52,Apple
2391.0,62.0,16.0,0.0,0.0,708.0,232.0,205.0,101.0,886.0,0.81,694.0, FC14, CA21,Carrot
2932.0,339.0,24.0,60.0,14.0,384.0,161.0,198.0,171.0,2278.0,0.23,-104.0, FC11, CA49,Apple
2823.0,121.0,11.0,153.0,8.0,2125.0,239.0,231.0,120.0,2239.0,0.66,-184.0, FC13, CA46,Melon
2309.0,103.0,9.0,0.0,0.0,685.0,236.0,228.0,122.0,721.0,0.88,-609.0, FC14, CA37,Carrot
2214.0,317.0,12.0,0.0,0.0,1090.0,187.0,229.0,182.0,636.0,0.56,-590.0, FC14, CA21,Carrot
2712.0,189.0,16.0,270.0,105.0,2032.0,219.0,250.0,160.0,2605.0,0.9,641.0, FC13, CA24,Berry
3366.0,352.0,5.0,30.0,2.0,2713.0,211.0,231.0,158.0,2298.0,0.36,211.0, FC11, CA58,Peach
2887.0,96.0,28.0,450.0,241.0,469.0,251.0,187.0,44.0,1872.0,0.05,604.0, FC11, CA50,Melon
2137.0,24.0,21.0,30.0,7.0,1128.0,203.0,189.0,115.0,1477.0,0.79,-962.0, FC14, CA37,Carrot
3172.0,90.0,19.0,242.0,-36.0,1490.0,245.0,206.0,81.0,2316.0,0.67,-878.0, FC11, CA42,Apple
2310.0,101.0,27.0,551.0,152.0,1429.0,252.0,194.0,52.0,960.0,0.03,350.0, FC14, CA22,Carrot
3416.0,339.0,21.0,300.0,91.0,3690.0,170.0,204.0,170.0,3692.0,0.12,256.0, FC11, CA59,Peach
2255.0,305.0,10.0,0.0,0.0,1648.0,194.0,235.0,181.0,960.0,0.39,16.0, FC14, CA37,Carrot
2036.0,102.0,17.0,0.0,0.0,313.0,246.0,215.0,91.0,573.0,0.41,-686.0, FC14, CA21,Carrot
3116.0,130.0,22.0,30.0,-6.0,3544.0,249.0,222.0,89.0,2452.0,0.06,-539.0, FC11, CA49,Apple
3190.0,172.0,13.0,270.0,52.0,2024.0,228.0,246.0,147.0,2781.0,0.94,479.0, FC11, CA49,Peach
2151.0,351.0,18.0,210.0,87.0,495.0,186.0,207.0,158.0,446.0,0.3,674.0, FC14, CA30,Berry
2228.0,319.0,5.0,0.0,0.0,446.0,206.0,235.0,168.0,979.0,0.93,983.0, FC14, CA36,Carrot
3083.0,45.0,5.0,256.0,49.0,3776.0,221.0,229.0,143.0,2850.0,0.01,62.0, FC11, CA49,Apple
2955.0,25.0,15.0,210.0,34.0,2224.0,211.0,205.0,127.0,2131.0,0.34,975.0, FC13, CA42,Apple
2613.0,86.73221931952732,5.0,216.0,34.0,1519.0,220.0,229.0,146.0,4818.0,0.71,636.0, FC11, CA32,Orange
2321.0,139.0,14.0,426.0,27.0,1323.0,240.0,235.0,122.0,932.0,0.44,-404.0, FC14, CA22,Carrot
2776.0,73.0,25.0,175.0,95.0,190.0,239.0,185.0,62.0,1354.0,0.97,-609.0, FC11, CA49,Melon
2763.0,58.0,22.0,240.0,121.0,242.0,230.0,187.0,79.0,1652.0,0.96,679.0, FC11, CA50,Melon
2283.0,338.0,24.0,234.0,45.0,636.0,161.0,198.0,172.0,492.0,0.17,251.0, FC14, CA26,Berry
2122.0,49.0,24.0,0.0,0.0,309.0,221.0,180.0,80.0,882.0,0.99,949.0, FC14, CA21,Carrot
2269.0,325.0,25.0,42.0,13.0,902.0,151.0,204.0,189.0,525.0,0.36,603.0, FC14, CA30,Berry
2690.0,261.0,12.0,67.0,-4.0,1425.0,191.0,246.0,194.0,1090.0,0.44,992.0, FC13, CA43,Melon
2830.0,209.30111324449027,7.0,408.0,64.0,1959.0,221.0,224.0,138.0,865.0,0.61,-100.0, FC13, CA31,Melon
2856.0,87.12421972692363,22.0,351.0,99.0,474.0,229.0,189.0,82.0,1383.0,0.1,509.0, FC11, CA50,Melon
2944.0,35.0,18.0,360.0,55.0,2379.0,215.0,197.0,112.0,1513.0,0.1,25.0, FC13, CA52,Apple
2060.0,62.0,19.0,30.0,7.0,454.0,232.0,197.0,90.0,234.0,0.16,573.0, FC14, CA23,Carrot
3250.0,146.30530556475787,12.0,0.0,0.0,3973.0,237.0,219.0,111.0,1940.0,0.2,-845.0, FC11, CA58,Peach
2236.0,168.0,19.0,150.0,55.0,1084.0,231.0,244.0,135.0,1214.0,0.23,207.0, FC14, CA23,Carrot
1962.0,69.0,22.0,42.0,2.0,300.0,237.0,190.0,72.0,553.0,0.64,-879.0, FC14, CA21,Mango
2281.0,210.0,21.0,234.0,100.0,1176.0,199.0,254.0,183.0,1140.0,0.81,-741.0, FC14, CA23,Carrot
2208.0,135.0,10.0,120.0,12.0,85.0,236.0,236.0,130.0,277.0,0.68,305.0, FC14, CA22,Berry
2260.0,352.0,27.0,30.0,1.0,1683.0,164.0,184.0,151.0,872.0,0.86,-49.0, FC14, CA30,Carrot
2725.0,8.0,7.0,0.0,0.0,1259.0,212.0,227.0,152.0,2233.0,0.54,-776.0, FC13, CA37,Melon
3192.0,175.0,17.0,30.0,-9.0,2656.0,227.0,247.0,145.0,2704.0,0.92,973.0, FC11, CA49,Peach
2796.0,131.0,9.0,0.0,0.0,2794.0,235.0,235.0,132.0,2323.0,0.08,338.0, FC11, CA49,Melon
2907.0,91.0,30.0,210.0,7.0,390.0,249.0,178.0,35.0,2173.0,0.73,-755.0, FC11, CA50,Melon
2462.0,353.0,20.0,283.0,106.0,700.0,182.0,202.0,155.0,1235.0,0.23,-408.0, FC14, CA30,Berry
3352.0,100.0,13.0,277.0,26.0,2630.0,241.0,222.0,110.0,2475.0,0.61,-349.0, FC11, CA59,Peach
2045.0,313.0,23.0,124.0,40.0,170.0,152.0,216.0,201.0,732.0,0.9,828.0, FC14, CA30,Berry
1946.0,49.0,17.0,30.0,4.0,330.0,225.0,202.0,105.0,595.0,0.44,45.0, FC14, CA21,Mango
2969.0,120.84250109215672,17.0,330.0,34.0,5109.0,194.0,206.0,147.0,1847.0,0.69,-474.0, FC11, CA49,Melon
2281.0,14.0,28.0,408.0,124.0,824.0,181.0,169.0,112.0,1019.0,0.81,-998.0, FC14, CA30,Berry
2110.0,107.0,32.0,108.0,59.0,503.0,254.0,183.0,30.0,162.0,0.1,-887.0, FC14, CA23,Carrot
2595.0,197.0,12.0,330.0,90.0,866.0,217.0,250.0,166.0,1498.0,0.68,-68.0, FC13, CA24,Berry
2697.0,82.0,7.0,108.0,10.0,210.0,230.0,228.0,132.0,977.0,0.3,-401.0, FC13, CA37,Melon
3164.0,0.0,13.0,242.0,46.0,3207.0,200.0,215.0,152.0,2451.0,0.85,-233.0, FC13, CA51,Apple
2251.0,175.0,5.0,0.0,0.0,467.0,223.0,243.0,154.0,541.0,0.42,-675.0, FC14, CA30,Carrot
2777.0,273.5579885171738,14.0,30.0,4.0,2165.0,188.0,248.0,198.0,853.0,0.23,762.0, FC13, CA51,Melon
2073.0,74.0,14.0,30.0,0.0,990.0,236.0,212.0,104.0,277.0,0.41,446.0, FC14, CA30,Carrot
2020.0,15.0,23.0,180.0,44.0,510.0,194.0,187.0,123.0,582.0,0.7,756.0, FC14, CA30,Mango
2746.0,139.0,19.0,30.0,7.0,421.0,245.0,231.0,107.0,361.0,0.57,-740.0, FC11, CA50,Melon
2482.0,356.0,16.0,543.0,92.0,1249.0,193.0,211.0,154.0,564.0,0.0,-180.0, FC14, CA26,Berry
3248.0,108.04783228720376,10.0,742.0,84.0,2785.0,214.0,218.0,140.0,3326.0,0.53,-797.0, FC13, CA51,Apple
2707.0,5.0,18.0,42.0,6.0,1242.0,195.0,203.0,143.0,2190.0,0.16,732.0, FC11, CA43,Melon
2290.0,171.0,6.0,300.0,28.0,127.0,225.0,243.0,153.0,301.0,0.82,571.0, FC14, CA30,Carrot
3113.0,343.0,6.0,42.0,2.0,1421.0,208.0,231.0,161.0,1300.0,1.0,455.0, FC12, CA43,Apple
2566.0,139.05269406980202,11.0,256.0,87.0,755.0,193.0,228.0,175.0,1332.0,0.51,-149.0, FC13, CA31,Melon
2930.0,16.0,12.0,175.0,35.0,2064.0,209.0,214.0,140.0,3018.0,0.21,-909.0, FC13, CA53,Apple
3325.0,180.0,13.0,255.0,46.0,3834.0,224.0,248.0,153.0,1794.0,0.98,-184.0, FC13, CA58,Apple
2417.0,170.0,13.0,300.0,73.0,1022.0,229.0,245.0,145.0,1438.0,0.17,-1.0, FC14, CA26,Berry
2251.0,75.0,27.0,60.0,35.0,525.0,240.0,178.0,51.0,981.0,0.92,-115.0, FC14, CA21,Carrot
2714.0,70.0,24.0,134.0,70.0,150.0,237.0,186.0,67.0,1719.0,0.97,-5.0, FC11, CA50,Melon
3132.0,75.0,25.0,365.0,91.0,1316.0,241.0,185.0,60.0,1168.0,0.79,926.0, FC13, CA52,Apple
2751.0,103.0,22.0,240.0,119.0,270.0,250.0,206.0,73.0,595.0,0.74,934.0, FC11, CA50,Melon
2234.0,292.0,37.0,85.0,25.0,785.0,95.0,205.0,236.0,636.0,0.28,160.0, FC14, CA30,Berry
2902.0,266.0,9.0,0.0,0.0,2143.0,197.0,244.0,187.0,1530.0,0.25,-852.0, FC13, CA43,Melon
2289.0,41.0,5.0,0.0,0.0,150.0,220.0,229.0,145.0,384.0,0.85,-498.0, FC14, CA31,Carrot
