X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,Y
3060.0,342.0,5.0,495.0,69.0,5700.0,209.0,232.0,161.0,5139.0,0.1,-727.0,1,32,Apple
3260.0,256.0,8.0,306.0,34.0,5626.0,202.0,245.0,182.0,1471.0,0.92,501.0,1,42,Apple
3065.0,335.0,7.0,30.0,4.0,3378.0,205.0,231.0,165.0,2296.0,0.26,-350.0,1,43,Apple
3151.0,6.0,11.0,514.0,46.0,1756.0,206.0,218.0,149.0,2651.0,0.89,-967.0,3,51,Apple
3434.0,212.0,3.0,1129.0,184.0,1358.0,217.0,242.0,162.0,1765.0,0.23,-24.0,3,58,Apple
3165.0,313.0,11.0,180.0,33.0,750.0,189.0,231.0,182.0,1359.0,0.64,-518.0,3,43,Apple
2739.0,323.0,25.0,85.0,43.0,3118.0,149.0,205.0,192.0,6219.0,0.74,-47.0,1,49,Apple
3064.0,115.12913970833492,8.0,371.0,23.0,2822.0,232.0,228.0,129.0,6357.0,0.45,981.0,1,49,Apple
3287.0,295.0,15.0,810.0,177.0,1243.0,176.0,235.0,198.0,2831.0,0.02,-490.0,3,52,Apple
3118.0,122.0,14.0,30.0,2.0,510.0,243.0,228.0,110.0,2138.0,0.38,-908.0,1,43,Apple
2838.0,96.58950932166356,14.0,85.0,22.0,2379.0,183.0,225.0,182.0,2252.0,0.43,763.0,1,49,Apple
3091.0,157.00613617116906,6.0,400.0,-83.0,1500.0,219.0,228.0,145.0,1201.0,0.85,855.0,1,49,Apple
3343.0,28.0,11.0,120.0,8.0,3365.0,216.0,215.0,134.0,2145.0,0.07,-470.0,3,58,Apple
2967.0,204.0,6.0,0.0,0.0,1294.0,217.0,246.0,165.0,361.0,0.59,972.0,3,43,Apple
3254.0,182.0,5.0,402.0,20.0,408.0,222.0,244.0,157.0,674.0,0.63,-625.0,3,52,Apple
3336.0,293.0,13.0,564.0,14.0,3523.0,184.0,237.0,193.0,1530.0,0.02,-613.0,1,59,Apple
3160.0,145.7786231017183,12.0,30.0,-5.0,4400.0,238.0,220.0,110.0,1989.0,0.06,-770.0,1,49,Apple
3206.0,195.41709558379398,8.0,42.0,5.0,1233.0,206.0,248.0,179.0,433.0,0.28,262.0,3,41,Apple
3311.0,310.0,8.0,450.0,36.0,2497.0,197.0,234.0,177.0,810.0,0.43,273.0,3,52,Apple
2996.0,34.0,11.0,400.0,61.0,5155.0,219.0,216.0,132.0,1889.0,0.09,-711.0,1,49,Apple
3227.0,78.0,7.0,277.0,31.0,2227.0,229.0,228.0,132.0,1677.0,0.48,212.0,3,43,Apple
3180.0,359.0,20.0,108.0,22.0,3095.0,186.0,199.0,147.0,3928.0,0.66,-465.0,1,42,Apple
3121.0,50.0,12.0,60.0,14.0,2368.0,225.0,214.0,121.0,1842.0,0.37,371.0,1,49,Apple
2917.0,301.0,10.0,30.0,1.0,1634.0,193.0,236.0,183.0,1318.0,0.85,-334.0,1,49,Apple
3259.0,266.0,4.0,636.0,25.0,630.0,210.0,241.0,169.0,624.0,0.33,658.0,3,52,Apple
3144.0,93.0,25.0,430.0,130.0,3290.0,250.0,192.0,55.0,1816.0,0.05,570.0,3,53,Apple
3166.0,158.39918329232407,23.0,150.0,45.0,2696.0,223.0,184.0,85.0,1448.0,0.05,121.0,3,44,Apple
3267.0,288.0500604237682,19.0,153.0,38.0,3303.0,165.0,237.0,211.0,1423.0,0.61,388.0,3,52,Apple
3247.0,167.0,6.0,532.0,137.0,1641.0,225.0,242.0,151.0,2366.0,0.24,160.0,3,51,Apple
3154.0,102.0,17.0,67.0,10.0,2608.0,246.0,215.0,91.0,2522.0,0.26,648.0,1,50,Apple
3226.0,121.0,19.0,242.0,64.0,1549.0,249.0,221.0,92.0,2751.0,0.6,256.0,1,49,Apple
3251.0,75.0,30.0,371.0,214.0,3827.0,240.0,170.0,39.0,2538.0,0.74,-234.0,3,53,Apple
3155.0,359.0,12.0,390.0,46.0,4837.0,202.0,219.0,153.0,3022.0,0.95,593.0,1,50,Apple
3025.0,283.0,15.0,0.0,0.0,1570.0,178.0,240.0,201.0,216.0,0.2,-759.0,3,43,Apple
3283.0,289.0,17.0,534.0,115.0,4230.0,171.0,236.0,204.0,2394.0,0.31,-802.0,3,58,Apple
3030.0,178.25830159652276,13.0,120.0,12.0,3283.0,222.0,212.0,123.0,1500.0,0.91,-605.0,3,43,Apple
3186.0,36.0,13.0,30.0,4.0,1587.0,219.0,211.0,126.0,2496.0,0.0,-607.0,1,49,Apple
3187.0,351.0,12.0,742.0,91.0,1442.0,199.0,220.0,159.0,2439.0,0.1,-258.0,3,52,Apple
3075.0,90.0,5.0,30.0,-2.0,1425.0,227.0,232.0,139.0,3182.0,0.66,630.0,3,43,Apple
2919.0,13.0,13.0,90.0,6.0,5321.0,207.0,214.0,142.0,4060.0,0.61,-188.0,1,49,Apple
3195.0,90.0,7.0,362.0,20.0,4243.0,231.0,229.0,132.0,2880.0,0.32,881.0,1,43,Apple
3205.0,67.0,4.0,706.0,61.0,1050.0,223.0,232.0,144.0,2117.0,0.31,748.0,3,52,Apple
3310.0,223.0,20.0,391.0,89.0,1879.0,191.0,254.0,195.0,3416.0,0.83,-188.0,1,49,Apple
3185.0,328.0,16.0,127.0,13.0,4763.0,178.0,219.0,180.0,1392.0,0.22,-975.0,1,49,Apple
3032.0,99.0,7.0,42.0,3.0,2512.0,233.0,230.0,130.0,3952.0,0.11,-607.0,1,43,Apple
3557.0,119.0,26.0,904.0,272.0,2461.0,253.0,207.0,63.0,1209.0,0.62,772.0,1,60,Apple
3378.0,240.0,13.0,277.0,123.0,3391.0,196.0,250.0,191.0,524.0,0.4,486.0,1,59,Apple
3273.0,222.6139226951696,13.0,108.0,12.0,3482.0,225.0,247.0,152.0,1442.0,0.99,-839.0,3,43,Apple
3259.0,343.0,9.0,242.0,71.0,1480.0,202.0,226.0,163.0,2874.0,0.4,-915.0,1,59,Apple
3150.0,160.0,24.0,330.0,11.0,1847.0,237.0,237.0,116.0,2054.0,0.06,464.0,3,53,Apple
3004.0,237.24858634853095,12.0,484.0,85.0,5068.0,202.0,217.0,152.0,5840.0,0.44,79.0,1,32,Apple
3387.0,287.0,13.0,900.0,151.0,1087.0,183.0,239.0,196.0,2081.0,0.0,-994.0,3,52,Apple
3077.0,76.0,9.0,90.0,18.0,2014.0,232.0,223.0,124.0,1754.0,0.15,655.0,1,50,Apple
3115.0,257.0,8.0,446.0,58.0,1208.0,201.0,245.0,183.0,1218.0,0.56,212.0,3,43,Apple
3163.0,20.0,10.0,60.0,-2.0,2489.0,213.0,218.0,141.0,2704.0,0.82,313.0,1,50,Apple
3298.0,176.0,19.0,342.0,59.0,4624.0,226.0,247.0,145.0,2590.0,0.12,940.0,3,53,Apple
3239.0,129.6310876413347,11.0,384.0,46.0,2384.0,205.0,218.0,149.0,1343.0,0.6,-687.0,3,52,Apple
3230.0,214.54004125215505,17.0,90.0,-5.0,1357.0,246.0,223.0,100.0,1691.0,0.67,412.0,1,58,Apple
3007.0,111.0,20.0,108.0,19.0,1471.0,250.0,214.0,83.0,1390.0,0.67,72.0,3,53,Apple
3123.0,42.0,13.0,323.0,59.0,5042.0,222.0,212.0,123.0,2912.0,0.5,661.0,1,50,Apple
3150.0,242.0,18.0,270.0,40.0,1348.0,181.0,252.0,205.0,2512.0,0.55,-846.0,3,53,Apple
3174.0,292.0,15.0,391.0,27.0,2581.0,175.0,236.0,200.0,300.0,0.13,47.0,3,43,Apple
3210.0,171.0,6.0,120.0,8.0,2424.0,225.0,243.0,153.0,1429.0,0.51,-68.0,3,43,Apple
3296.0,356.0,3.0,270.0,31.0,5672.0,214.0,234.0,157.0,524.0,0.09,81.0,1,42,Apple
3103.0,356.0,12.0,134.0,10.0,3071.0,201.0,219.0,155.0,3237.0,0.63,591.0,1,50,Apple
3114.0,337.0,12.0,228.0,-18.0,1910.0,195.0,224.0,168.0,902.0,0.33,510.0,3,43,Apple
3493.0,92.0,21.0,892.0,208.0,2495.0,248.0,202.0,72.0,1130.0,0.76,498.0,1,60,Apple
3250.0,308.0,6.0,127.0,5.0,5562.0,204.0,236.0,171.0,573.0,0.54,321.0,1,58,Apple
3675.0,44.0,18.0,1045.0,263.0,2661.0,221.0,198.0,105.0,1237.0,0.78,-641.0,1,60,Apple
2903.0,337.0,31.0,256.0,54.0,270.0,138.0,181.0,173.0,1661.0,0.82,451.0,1,50,Apple
3078.0,126.8913180085973,8.0,201.0,36.0,641.0,235.0,232.0,129.0,430.0,0.52,972.0,3,51,Apple
3191.0,41.0,14.0,210.0,37.0,3207.0,221.0,208.0,119.0,865.0,0.58,-161.0,3,52,Apple
3269.0,356.0,13.0,190.0,46.0,3909.0,199.0,217.0,155.0,1396.0,0.15,-832.0,1,59,Apple
3369.0,199.0,14.0,497.0,90.0,3582.0,215.0,251.0,168.0,1573.0,0.99,215.0,3,52,Apple
3201.0,331.0,5.0,0.0,0.0,4002.0,208.0,234.0,164.0,3460.0,0.88,792.0,1,40,Apple
3044.0,11.0,13.0,400.0,28.0,2820.0,206.0,213.0,143.0,1388.0,0.25,907.0,3,52,Apple
3128.0,207.36748567376137,24.0,272.0,-9.0,1782.0,233.0,239.0,123.0,2110.0,0.79,629.0,3,53,Apple
3080.0,102.97815815492761,1.0,247.0,39.0,2715.0,219.0,239.0,157.0,6347.0,0.52,-343.0,1,49,Apple
2919.0,76.0,4.0,228.0,6.0,4914.0,225.0,232.0,143.0,2754.0,0.35,466.0,1,43,Apple
2973.0,311.0,14.0,234.0,44.0,1401.0,181.0,229.0,188.0,3187.0,0.16,-198.0,1,42,Apple
3481.0,98.0,28.0,774.0,196.0,2126.0,252.0,187.0,43.0,1632.0,0.68,-789.0,1,60,Apple
3020.0,259.0,8.0,134.0,10.0,3234.0,200.0,245.0,184.0,1006.0,0.83,-910.0,3,52,Apple
3057.0,192.0,15.0,108.0,4.0,2021.0,217.0,251.0,163.0,60.0,0.79,424.0,3,51,Apple
3211.0,115.0,4.0,362.0,30.0,5685.0,227.0,236.0,144.0,2543.0,0.99,984.0,1,49,Apple
2878.0,290.0,12.0,218.0,55.0,2525.0,187.0,238.0,191.0,2244.0,0.34,-973.0,1,49,Apple
3091.0,338.0,5.0,437.0,48.0,541.0,209.0,233.0,162.0,765.0,0.82,344.0,2,42,Apple
3007.0,16.0,7.0,297.0,5.0,2690.0,214.0,226.0,148.0,1302.0,0.83,748.0,1,43,Apple
3252.0,49.0,5.0,589.0,8.0,4283.0,222.0,229.0,143.0,2554.0,0.87,-140.0,1,42,Apple
3118.0,37.0,5.0,0.0,0.0,1964.0,220.0,229.0,146.0,3029.0,0.2,-116.0,3,43,Apple
3101.0,145.0,4.0,0.0,0.0,677.0,225.0,239.0,149.0,1889.0,0.09,943.0,1,43,Apple
3269.0,215.0,4.0,256.0,35.0,240.0,216.0,243.0,164.0,907.0,0.13,-928.0,3,52,Apple
3191.0,198.0,9.0,430.0,18.0,1651.0,217.0,248.0,165.0,190.0,0.41,-563.0,3,43,Apple
3079.0,0.0,6.0,283.0,14.0,5167.0,212.0,229.0,155.0,2646.0,0.55,-638.0,1,42,Apple
3235.0,178.44849307487908,17.0,30.0,4.0,1690.0,233.0,203.0,97.0,2706.0,0.6,-938.0,1,49,Apple
3193.0,97.0,10.0,319.0,19.0,5153.0,237.0,225.0,119.0,2358.0,0.67,387.0,1,49,Apple
3242.0,326.0,11.0,564.0,28.0,1826.0,194.0,228.0,174.0,525.0,0.23,121.0,3,42,Apple
3014.0,5.0,31.0,95.0,54.0,4950.0,165.0,164.0,123.0,3973.0,0.64,335.0,1,49,Apple
3018.0,106.0,9.0,150.0,3.0,2979.0,235.0,229.0,125.0,558.0,0.85,-909.0,1,49,Apple
3469.0,47.0,13.0,633.0,35.0,2635.0,224.0,212.0,120.0,1907.0,0.17,469.0,1,60,Apple
3031.0,234.0,11.0,295.0,94.0,5883.0,202.0,250.0,185.0,1774.0,0.85,708.0,1,49,Apple
3069.0,48.0,7.0,153.0,6.0,594.0,223.0,225.0,137.0,1639.0,0.82,876.0,3,43,Apple
3166.0,30.0,11.0,85.0,3.0,1738.0,216.0,215.0,133.0,324.0,0.01,906.0,1,43,Apple
3246.0,7.0,13.0,175.0,53.0,1504.0,203.0,213.0,146.0,379.0,0.26,103.0,1,43,Apple
2903.0,224.21773418324065,5.0,212.0,10.0,5656.0,211.0,244.0,171.0,6046.0,0.96,74.0,1,36,Apple
3001.0,311.0,18.0,120.0,11.0,3199.0,168.0,224.0,196.0,1277.0,0.22,195.0,3,53,Apple
3164.0,190.0,8.0,30.0,2.0,2567.0,220.0,247.0,160.0,1092.0,0.45,-108.0,3,43,Apple
3098.0,292.0,15.0,90.0,18.0,1320.0,176.0,236.0,199.0,1549.0,0.59,-450.0,3,43,Apple
3129.0,38.0,11.0,190.0,36.0,2802.0,220.0,216.0,129.0,3489.0,0.95,873.0,1,50,Apple
2970.0,229.0,21.0,95.0,10.0,1359.0,183.0,254.0,202.0,2666.0,0.17,-20.0,3,42,Apple
3116.0,69.0,14.0,297.0,-6.0,3870.0,234.0,212.0,107.0,4802.0,0.25,-1.0,1,49,Apple
2875.0,324.0,17.0,30.0,14.0,2698.0,175.0,220.0,184.0,607.0,0.08,307.0,3,41,Apple
2719.0,6.0,5.0,67.0,-3.0,1194.0,214.0,230.0,154.0,1848.0,0.75,847.0,1,32,Apple
2982.0,10.0,18.0,30.0,7.0,4562.0,197.0,200.0,136.0,2538.0,0.92,-255.0,1,43,Apple
3053.0,14.0,8.0,60.0,0.0,3419.0,213.0,224.0,148.0,2794.0,0.99,-965.0,3,43,Apple
3235.0,84.0,10.0,360.0,70.0,3207.0,234.0,224.0,121.0,2148.0,0.4,14.0,3,51,Apple
3028.0,275.00162153892825,13.0,30.0,7.0,1861.0,206.0,213.0,143.0,1441.0,0.2,110.0,3,41,Apple
3167.0,40.0,14.0,210.0,30.0,1521.0,220.0,208.0,120.0,42.0,0.4,626.0,1,42,Apple
3182.0,45.0,3.0,458.0,109.0,4723.0,220.0,232.0,149.0,1661.0,0.82,996.0,1,49,Apple
3231.0,317.0,10.0,42.0,6.0,4054.0,194.0,231.0,178.0,1266.0,0.69,612.0,1,59,Apple
3306.0,181.0,14.0,134.0,27.0,3588.0,224.0,248.0,154.0,1549.0,0.33,110.0,3,52,Apple
3086.0,35.0,10.0,240.0,13.0,1440.0,219.0,218.0,134.0,2962.0,0.17,319.0,3,51,Apple
2978.0,315.0,6.0,67.0,-2.0,5374.0,205.0,235.0,170.0,2458.0,0.29,66.0,1,43,Apple
3202.0,91.0,12.0,0.0,0.0,1575.0,238.0,221.0,111.0,2586.0,0.92,-325.0,1,50,Apple
2998.0,4.0,16.0,180.0,53.0,3075.0,198.0,208.0,146.0,1478.0,0.18,248.0,3,53,Apple
3082.0,45.0,15.0,395.0,98.0,1674.0,223.0,206.0,114.0,3540.0,0.34,-159.0,3,53,Apple
3286.0,49.0,5.0,454.0,75.0,5225.0,222.0,229.0,143.0,331.0,0.81,866.0,1,58,Apple
2868.0,29.0,20.0,95.0,33.0,3369.0,209.0,192.0,112.0,2468.0,0.86,604.0,1,43,Apple
3103.0,61.0,5.0,85.0,2.0,750.0,224.0,229.0,141.0,1873.0,0.21,341.0,1,43,Apple
2996.0,149.0,27.0,417.0,115.0,832.0,243.0,227.0,95.0,2657.0,0.22,545.0,1,49,Apple
3236.0,265.0,11.0,190.0,28.0,3182.0,191.0,245.0,193.0,1549.0,0.82,-92.0,3,43,Apple
3107.0,23.0,5.0,443.0,32.0,1921.0,217.0,228.0,148.0,2801.0,0.83,644.0,3,52,Apple
3012.0,324.0,13.0,210.0,22.0,324.0,188.0,226.0,178.0,324.0,0.11,-250.0,2,42,Apple
3120.0,326.0,9.0,679.0,105.0,1438.0,198.0,230.0,172.0,2195.0,0.8,8.0,3,52,Apple
3142.0,87.0,16.0,390.0,101.0,1250.0,242.0,213.0,97.0,1188.0,0.4,841.0,3,52,Apple
3024.0,331.0,6.0,30.0,3.0,3194.0,206.0,233.0,165.0,300.0,0.39,-803.0,1,43,Apple
3213.0,235.0,8.0,210.0,-7.0,6056.0,207.0,247.0,178.0,1518.0,0.92,-330.0,1,42,Apple
3075.0,263.0,11.0,618.0,4.0,2713.0,192.0,246.0,193.0,1106.0,0.08,402.0,3,52,Apple
3065.0,9.0,14.0,335.0,33.0,1215.0,203.0,211.0,144.0,228.0,0.48,-992.0,3,44,Apple
3201.0,10.0,13.0,984.0,180.0,4136.0,205.0,213.0,143.0,2289.0,0.07,898.0,1,43,Apple
2907.0,303.0,11.0,42.0,-3.0,2779.0,190.0,235.0,185.0,484.0,0.13,462.0,3,52,Apple
3106.0,358.0,5.0,67.0,4.0,1421.0,211.0,230.0,156.0,1339.0,0.33,900.0,2,43,Apple
3050.0,225.08826017958236,8.0,360.0,59.0,5638.0,231.0,225.0,127.0,4978.0,0.0,853.0,1,49,Apple
3265.0,270.0,9.0,256.0,67.0,2912.0,195.0,244.0,187.0,1259.0,0.04,-131.0,3,52,Apple
3094.0,231.16216115759605,4.0,0.0,0.0,4030.0,215.0,232.0,155.0,1226.0,0.88,-464.0,1,42,Apple
3186.0,261.0,27.0,120.0,53.0,2866.0,145.0,242.0,229.0,1136.0,0.89,607.0,3,53,Apple
3073.0,78.0,8.0,330.0,38.0,4870.0,231.0,226.0,128.0,1092.0,0.76,-464.0,1,49,Apple
3092.0,147.0,21.0,335.0,76.0,1800.0,243.0,232.0,107.0,2175.0,0.1,-124.0,3,53,Apple
3537.0,137.0,13.0,306.0,103.0,2730.0,239.0,235.0,123.0,2106.0,0.8,189.0,1,60,Apple
3167.0,15.0,7.0,408.0,29.0,5600.0,214.0,226.0,149.0,541.0,0.36,168.0,1,49,Apple
3116.0,45.0,9.0,153.0,32.0,5220.0,223.0,220.0,132.0,3066.0,0.4,-433.0,1,42,Apple
3196.0,336.0,9.0,67.0,7.0,5142.0,199.0,227.0,167.0,1766.0,0.03,-415.0,1,43,Apple
3244.0,54.0,11.0,150.0,-1.0,2960.0,226.0,217.0,123.0,1907.0,0.95,-49.0,3,51,Apple
